brokertitle,type,beds,bath,propertysqft,address,state,main_address,administrative_area_level_2,locality,sublocality,street_name,long_name,formatted_address,latitude,longitude,price
Brokered by Douglas Elliman - Bayside,House for sale,3,2.0,1560.0,28-39 213th St,"Bayside, NY 11360","28-39 213th StBayside, NY 11360",United States,New York,Queens County,Queens,213th Street,"28-39 213th St, Flushing, NY 11360, USA",40.7756208,-73.7758933,1250000
Brokered by Keller Williams Legendary,Pending,4,2.0,1900.0,29-31 159th St,"Flushing, NY 11358","29-31 159th StFlushing, NY 11358",United States,New York,Queens County,Queens,159th Street,"29-31 159th St, Flushing, NY 11358, USA",40.7701584,-73.8052147,999888
Brokered by Continental Real Estate Grp In,House for sale,4,3.0,1452.0,927 Hart St,"Brooklyn, NY 11237","927 Hart StBrooklyn, NY 11237",United States,New York,Kings County,Brooklyn,Hart Street,"927 Hart St, Brooklyn, NY 11237, USA",40.7039659,-73.9210676,1649000
Brokered by REO FIRST CHOICE REALTY LLC,House for sale,3,2.0,1400.0,4593 Kings Hwy,"Brooklyn, NY 11234","4593 Kings HwyBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Kings Highway,"4593 Kings Hwy, Brooklyn, NY 11234, USA",40.6306818,-73.9325033,749000
Brokered by Douglas Elliman  -111 Fifth Ave,Multi-family home for sale,5,2.0,2184.207862,544 Madison St,"Brooklyn, NY 11221","544 Madison StBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Madison Street,"544 Madison St, Brooklyn, NY 11221, USA",40.6862289,-73.9364224,995000
Brokered by RE MAX Real Estate Professionals,Condo for sale,3,2.0,1097.0,238 56th St Apt 1F,"Brooklyn, NY 11220","238 56th St Apt 1FBrooklyn, NY 11220",New York,Kings County,Brooklyn,Sunset Park,238,"238 56th St #1f, Brooklyn, NY 11220, USA",40.6449894,-74.0196153,628000
Brokered by Core Realty Family,Multi-family home for sale,5,3.0,3520.0,1027 Ward Ave,"Bronx, NY 10472","1027 Ward AveBronx, NY 10472",United States,New York,Bronx County,The Bronx,Ward Avenue,"1027 Ward Ave, Bronx, NY 10472, USA",40.8247021,-73.8766066,965000
Brokered by Brown Harris Stevens,Co-op for sale,4,1.0,1024.0,54 E 129th St Apt 6B,"Manhattan, NY 10035","54 E 129th St Apt 6BManhattan, NY 10035",New York,New York County,New York,Manhattan,54,"54 E 129th St #6b, New York, NY 10035, USA",40.807789,-73.938228,565000
Brokered by Anne Lopa Real Estate,House for sale,7,6.0,4950.0,6659-6675 Amboy Rd,"Staten Island, NY 10309","6659-6675 Amboy RdStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Amboy Road,"6659 Amboy Rd, Staten Island, NY 10309, USA",40.5184841,-74.2244185,2595000
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,2,2.0,1001.0,234 W 148th St Apt 6A,"New York, NY 10039","234 W 148th St Apt 6ANew York, NY 10039",New York,New York County,New York,Manhattan,234,"234 W 148th St #6a, New York, NY 10039, USA",40.8241865,-73.939702,825000
Brokered by Keller Williams Rlty Landmark,Pending,3,2.3738608579684373,2184.207862,85-34 Chevy Chase St,"Jamaica, NY 11432","85-34 Chevy Chase StJamaica, NY 11432",United States,New York,Queens County,Queens,Chevy Chase Street,"85-34 Chevy Chase St, Jamaica, NY 11432, USA",40.7199051,-73.7781913,1188000
Brokered by SkyLimit Realty Group,Multi-family home for sale,4,3.0,2184.207862,88-04 69th Rd,"Forest Hills, NY 11375","88-04 69th RdForest Hills, NY 11375",United States,New York,Queens County,Queens,69th Road,"88-04 69th Rd, Forest Hills, NY 11375, USA",40.7093093,-73.8548324,918000
Brokered by Fave Realty Inc,House for sale,3,2.0,1120.0,1316 Dumont Ave,"Brooklyn, NY 11208","1316 Dumont AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Dumont Avenue,"1316 Dumont Ave, Brooklyn, NY 11208, USA",40.6697595,-73.8692311,589000
Brokered by Century Homes Realty Group LLC,Multi-family home for sale,4,2.0,2184.207862,154-12 65th Ave,"Flushing, NY 11367","154-12 65th AveFlushing, NY 11367",United States,New York,Queens County,Queens,65th Avenue,"154-12 65th Ave, Flushing, NY 11367, USA",40.7369795,-73.8140379,749000
Brokered by Keller Williams Realty Staten Island,House for sale,3,2.0,1520.0,67-44 Kessel St,"Queens, NY 11375","67-44 Kessel StQueens, NY 11375",United States,New York,Queens County,Queens,Kessel Street,"67-44 Kessel St, Flushing, NY 11375, USA",40.7157274,-73.8563447,950000
Brokered by Keller Williams Realty Liberty,Pending,5,4.0,2184.207862,84-26 87th St,"Woodhaven, NY 11421","84-26 87th StWoodhaven, NY 11421",United States,New York,Queens County,Queens,87th Street,"84-26 87th St, Woodhaven, NY 11421, USA",40.6960034,-73.8584205,1399000
Brokered by Robert Defalco Realty Inc.,Multi-family home for sale,4,2.0,1680.0,393 Heberton Ave,"Staten Island, NY 10302","393 Heberton AveStaten Island, NY 10302",United States,New York,Richmond County,Staten Island,Heberton Avenue,"393 Heberton Ave, Staten Island, NY 10302, USA",40.6314894,-74.1348461,589999
Brokered by Corcoran Bedford Stuyvesant,Condo for sale,2,2.0,845.0,508A Lexington Ave # 2,"Brooklyn, NY 11221","508A Lexington Ave # 2Brooklyn, NY 11221",New York,Kings County,Brooklyn,Bedford-Stuyvesant,508,"508 Lexington Ave #2, Brooklyn, NY 11221, USA",40.6886854,-73.9402301,695000
Brokered by TOP NEST INC,House for sale,7,5.0,2418.0,186 Covert St,"Brooklyn, NY 11207","186 Covert StBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Covert Street,"186 Covert St., Brooklyn, NY 11207, USA",40.6898884,-73.9085265,1699900
Brokered by American Homes Group,Condo for sale,2,1.0,837.0,55 Austin Pl Apt 4L,"Staten Island, NY 10304","55 Austin Pl Apt 4LStaten Island, NY 10304",New York,Richmond County,Staten Island,Mid Island,55,"55 Austin Pl APT 4L, Staten Island, NY 10304, USA",40.6315346,-74.0856344,329000
Brokered by Brown Harris Stevens - 129 Montague Street,Condo for sale,2,1.0,850.0,1240 Bedford Ave Apt 1F,"Brooklyn, NY 11216","1240 Bedford Ave Apt 1FBrooklyn, NY 11216",New York,Kings County,Brooklyn,Bedford-Stuyvesant,1240,"1240 Bedford Ave #1f, Brooklyn, NY 11216, USA",40.6813996,-73.9537521,800000
Brokered by Century Homes Realty Group LLC,Co-op for sale,1,1.0,2184.207862,35-40 82nd St Unit 2A,"Jackson Heights, NY 11372","35-40 82nd St Unit 2AJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,35-40,"35-40 82nd St #2a, Flushing, NY 11372, USA",40.7505242,-73.8847507,385000
Brokered by TREBACH REALTY INC,Co-op for sale,3,2.0,2184.207862,2501 Palisade Ave Apt D2,"Bronx, NY 10463","2501 Palisade Ave Apt D2Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2501,"2501 Palisade Ave Apt D2, Bronx, NY 10463, USA",40.8799728,-73.9221419,1235000
Brokered by Douglas Elliman - 3544 Johnson Ave,House for sale,5,4.0,4000.0,5501 Palisade Ave Lot 2,"Bronx, NY 10471","5501 Palisade Ave Lot 2Bronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5501,"5501 Palisade Ave #2, Bronx, NY 10471, USA",40.9057349,-73.9111699,1950000
"Brokered by Ed Bruno Realty, LLC",Contingent,5,2.0,2050.0,393 Guyon Ave,"Staten Island, NY 10306","393 Guyon AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Guyon Avenue,"393 Guyon Ave, Staten Island, NY 10306, USA",40.5582716,-74.1160817,835000
Brokered by Spire Group Inc.- Main Office,Co-op for sale,1,1.0,2184.207862,444 E 52nd St Apt 6E,"New York, NY 10022","444 E 52nd St Apt 6ENew York, NY 10022",New York,New York County,New York,Manhattan,444,"444 E 52nd St #6e, New York, NY 10022, USA",40.754143,-73.963502,465000
"Brokered by Pamela Lee, Realtor",House for sale,2,2.0,1500.0,1060 E 52nd St,"Brooklyn, NY 11234","1060 E 52nd StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 52nd Street,"1060 E 52nd St, Brooklyn, NY 11234, USA",40.6342245,-73.9268315,690000
Brokered by Winzone Realty Inc,Condo for sale,1,1.0,785.0,64-48 Booth St Unit 1E,"Rego Park, NY 11374","64-48 Booth St Unit 1ERego Park, NY 11374",New York,Queens County,Queens,Rego Park,64-48,"64-48 Booth St #1e, Rego Park, NY 11374, USA",40.7275115,-73.86069,498000
Brokered by RE MAX Edge,Multi-family home for sale,4,2.0,1827.0,2374 E 17th St,"Brooklyn, NY 11229","2374 E 17th StBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,East 17th Street,"2374 E 17th St, Brooklyn, NY 11229, USA",40.5927382,-73.9536851,989000
Brokered by COMPASS,Condo for sale,5,4.0,4373.0,135 W 52nd St Ph 5,"Manhattan, NY 10019","135 W 52nd St Ph 5Manhattan, NY 10019",New York,New York County,New York,Manhattan,135,"135 W 52nd St PH 5, New York, NY 10019, USA",40.7620381,-73.9808958,8995000
Brokered by COMPASS,Townhouse for sale,3,2.0,1950.0,338 Humboldt St,"Brooklyn, NY 11211","338 Humboldt StBrooklyn, NY 11211",United States,New York,Kings County,Brooklyn,Humboldt Street,"338 Humboldt St, Brooklyn, NY 11211, USA",40.7135237,-73.942354,2695000
Brokered by Brown Harris Stevens,Condo for sale,5,1.0,1000.0,110 E 71st St Unit Medical,"Manhattan, NY 10021","110 E 71st St Unit MedicalManhattan, NY 10021",United States,New York,New York County,New York,East 71st Street,"110 E 71st St, New York, NY 10021, USA",40.7700395,-73.9638872,395000
Brokered by RE MAX Edge,House for sale,5,5.0,2184.207862,208 Mayfair Dr N,"Brooklyn, NY 11234","208 Mayfair Dr NBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Mayfair Drive North,"208 Mayfair Dr N, Brooklyn, NY 11234, USA",40.6115517,-73.9061979,2399000
Brokered by Empire Home Sales Inc,Multi-family home for sale,6,4.0,2184.207862,3710 Secor Ave,"Bronx, NY 10466","3710 Secor AveBronx, NY 10466",United States,New York,Bronx County,The Bronx,Secor Avenue,"3710 Secor Ave, Bronx, NY 10466, USA",40.887362,-73.8321425,969999
"Brokered by Realmart Realty, LLC",Co-op for sale,2,1.0,2184.207862,340 W 19th St Apt 4,"New York, NY 10011","340 W 19th St Apt 4New York, NY 10011",New York,New York County,New York,Manhattan,340,"340 W 19th St Apt 4, New York, NY 10011, USA",40.7432035,-74.0015019,789000
"Brokered by Robert Defalco Realty, Inc.",Multi-family home for sale,6,5.0,2500.0,595 Sinclair Ave,"Staten Island, NY 10312","595 Sinclair AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Sinclair Avenue,"595 Sinclair Ave, Staten Island, NY 10312, USA",40.5423923,-74.1955899,1275000
Brokered by COMPASS,Pending,1,1.0,615.0,265 W 131st St Apt 5,"Manhattan, NY 10027","265 W 131st St Apt 5Manhattan, NY 10027",New York,New York County,New York,Manhattan,265,"265 W 131st St #5, New York, NY 10027, USA",40.8138919,-73.9476673,499000
Brokered by Magic Of Great Neck Realty Inc,Co-op for sale,1,2.0,1074.0,27110 Grand Central Pkwy Apt 6A,"Floral Park, NY 11005","27110 Grand Central Pkwy Apt 6AFloral Park, NY 11005",New York,Queens County,Queens,Queens Village,27110,"27110 Grand Central Pkwy #6a, Queens Village, NY 11005, USA",40.7564761,-73.7212008,449000
Brokered by Jamie & Connie Real Estate Grp,Co-op for sale,1,1.0,2184.207862,66-04 Grand Central Pkwy Unit 1C,"Forest Hills, NY 11375","66-04 Grand Central Pkwy Unit 1CForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,6604,"6604 Grand Central Pkwy #1c, Forest Hills, NY 11375, USA",40.7315312,-73.8437204,210000
Brokered by Re/Max In The City,Co-op for sale,2,1.0,900.0,679 W 239th St Apt 5J,"Bronx, NY 10463","679 W 239th St Apt 5JBronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,679,"679 W 239th St #5j, Bronx, NY 10463, USA",40.8901764,-73.9146261,309900
Brokered by COMPASS,Condo for sale,2,3.0,1838.0,298 E 2nd St Apt 4,"Manhattan, NY 10009","298 E 2nd St Apt 4Manhattan, NY 10009",New York,New York County,New York,Manhattan,298,"298 E 2nd St Apartment 4, New York, NY 10009, USA",40.720539,-73.979335,1995000
Brokered by United Real Estate Fortune,Condo for sale,2,2.0,750.0,142-25 37th Ave Unit 6B,"Flushing, NY 11354","142-25 37th Ave Unit 6BFlushing, NY 11354",New York,Queens County,Queens,Flushing,142-25,"142-25 37th Ave #6b, Flushing, NY 11354, USA",40.7627502,-73.8267096,630000
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,2,2.0,1420.0,303 E 33rd St Apt 10E,"New York, NY 10016","303 E 33rd St Apt 10ENew York, NY 10016",New York,New York County,New York,Manhattan,303,"303 E 33rd St #10e, New York, NY 10016, USA",40.744042,-73.9755798,2225000
Brokered by TALK OF THE TOWN REALTY C,House for sale,3,3.0,2835.0,4716 Avenue H,"Brooklyn, NY 11234","4716 Avenue HBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Avenue H,"4716 Avenue H, Brooklyn, NY 11234, USA",40.6324811,-73.9306778,699000
Brokered by Corcoran Brooklyn Heights,House for sale,3,2.0,2200.0,93 Lexington Ave # 4,"Brooklyn, NY 11238","93 Lexington Ave # 4Brooklyn, NY 11238",United States,New York,Kings County,Brooklyn,Lexington Avenue,"93 Lexington Ave, Brooklyn, NY 11238, USA",40.6870728,-73.9584649,1699000
"Brokered by Nest Seekers International, Midtown",Condo for sale,2,2.0,1197.0,143 Meserole St Unit Garden,"Brooklyn, NY 11206","143 Meserole St Unit GardenBrooklyn, NY 11206",United States,New York,Kings County,Brooklyn,Meserole Street,"143 Meserole St, Brooklyn, NY 11206, USA",40.7081991,-73.9438121,1199999
Brokered by CENTURY 21 MK Realty,House for sale,5,4.0,4959.0,2601 Avenue P,"Brooklyn, NY 11229","2601 Avenue PBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,Avenue P,"2601 Avenue P, Brooklyn, NY 11229, USA",40.611854,-73.9477154,5600000
"Brokered by Robert Defalco Realty, Inc.",Multi-family home for sale,4,3.0,1300.0,131 Darnell Ln,"Staten Island, NY 10309","131 Darnell LnStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Darnell Lane,"131 Darnell Ln, Staten Island, NY 10309, USA",40.5358271,-74.2226504,778000
Brokered by E Realty International Corp,Condo for sale,2,1.0,702.0,91-23 Corona Ave Unit 7A,"Elmhurst, NY 11373","91-23 Corona Ave Unit 7AElmhurst, NY 11373",New York,Queens County,Queens,Flushing,91-23,"91-23 Corona Ave. #7a, Flushing, NY 11373, USA",40.7427705,-73.8727516,654250
Brokered by Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,2,2.0,2184.207862,3333 Henry Hudson Pkwy Apt 20N,"Bronx, NY 10463","3333 Henry Hudson Pkwy Apt 20NBronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,3333,"3333 Henry Hudson Pkwy #20, Bronx, NY 10463, USA",40.8855625,-73.9143965,600000
Brokered by EXP Realty,Co-op for sale,2,1.0,950.0,142-05 Roosevelt Ave Unit 435,"Flushing, NY 11354","142-05 Roosevelt Ave Unit 435Flushing, NY 11354",New York,Queens County,Queens,Flushing,14205,"14205 Roosevelt Ave Apt 435, Flushing, NY 11354, USA",40.7607942,-73.8258766,459000
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Multi-family home for sale,6,3.0,2184.207862,86-30 91st St,"Woodhaven, NY 11421","86-30 91st StWoodhaven, NY 11421",United States,New York,Queens County,Queens,91st Street,"86-30 91st St, Jamaica, NY 11421, USA",40.6943555,-73.8543804,1200000
Brokered by Alexander Madison Realty Inc,Co-op for sale,1,1.0,2184.207862,18-05 215th St Unit 16C,"Bayside, NY 11360","18-05 215th St Unit 16CBayside, NY 11360",New York,Queens County,Queens,Bayside,18-05,"18-05 215th St #16c, Bayside, NY 11360, USA",40.784673,-73.775263,369000
Brokered by COMPASS,Pending,4,2.0,1456.0,100 W 119th St Apt 3A,"Manhattan, NY 10026","100 W 119th St Apt 3AManhattan, NY 10026",New York,New York County,New York,Manhattan,100,"100 W 119th St #3a, New York, NY 10026, USA",40.8040587,-73.9487622,1299000
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,2,2.0,1150.0,315 W 23rd St Apt 9D,"New York, NY 10011","315 W 23rd St Apt 9DNew York, NY 10011",New York,New York County,New York,Manhattan,315,"315 W 23rd St #9d, New York, NY 10011, USA",40.7458303,-73.9991418,1675000
Brokered by Sold By Bart R E Partners Inc,Condo for sale,2,2.0,2184.207862,62-48 Mount Olivet Cres Unit 1B,"Middle Village, NY 11379","62-48 Mount Olivet Cres Unit 1BMiddle Village, NY 11379",New York,Queens County,Queens,Flushing,6248,"6248 Mt Olivet Crescent APT 1A, Flushing, NY 11379, USA",40.7135475,-73.895855,550000
"Brokered by Apaus, Inc",Land for sale,3,2.3738608579684373,2184.207862,519 Fairview Ave,"Ridgewood, NY 11385","519 Fairview AveRidgewood, NY 11385",United States,New York,Queens County,Queens,Fairview Avenue,"519 Fairview Ave, Ridgewood, NY 11385, USA",40.7083434,-73.9081614,1685000
Brokered by VYLLA Homes,House for sale,3,2.3738608579684373,2184.207862,1606 E 45th St,"Brooklyn, NY 11234","1606 E 45th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 45th Street,"1606 E 45th St, Brooklyn, NY 11234, USA",40.6214749,-73.932287,551000
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,3,3.0,2012.0,252 E 57th St Apt 39C,"New York, NY 10022","252 E 57th St Apt 39CNew York, NY 10022",New York,New York County,New York,Manhattan,252,"252 E 57th St #39c, New York, NY 10022, USA",40.7590821,-73.9658765,4495000
Brokered by Corcoran Park Slope,Pending,1,1.0,775.0,7101 Shore Rd Apt 3D,"Brooklyn, NY 11209","7101 Shore Rd Apt 3DBrooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,7101,"7101 Shore Rd #3d, Brooklyn, NY 11209, USA",40.6363145,-74.0363466,399000
Brokered by Brown Harris Stevens,Condo for sale,2,2.0,1030.0,575 4th Ave Apt 2A,"Brooklyn, NY 11215","575 4th Ave Apt 2ABrooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,575,"575 4th Ave #2a, Brooklyn, NY 11215, USA",40.6655513,-73.9922171,995000
Brokered by North East Queens Realty Corp,Condo for sale,1,1.0,2184.207862,152-18 Union Tpke Ph B,"Flushing, NY 11367","152-18 Union Tpke Ph BFlushing, NY 11367",United States,New York,Queens County,Queens,Union Turnpike,"152-18 Union Tpke, Flushing, NY 11367, USA",40.7188694,-73.8111217,518000
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,3,1.0,2184.207862,5128 30th Ave Apt 5H,"Woodside, NY 11377","5128 30th Ave Apt 5HWoodside, NY 11377",New York,Queens County,Queens,Woodside,5128,"5128 30th Ave. #5b, Woodside, NY 11377, USA",40.7593913,-73.9054195,250000
"Brokered by Homes R Us Realty of NY, Inc.",House for sale,4,4.0,2100.0,82 Vineland Ave,"Staten Island, NY 10312","82 Vineland AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Vineland Avenue,"82 Vineland Ave, Staten Island, NY 10312, USA",40.551184,-74.1840649,955000
Brokered by Reserve,Co-op for sale,4,6.0,7500.0,383 W Broadway,"New York, NY 10012","383 W BroadwayNew York, NY 10012",United States,New York,New York County,New York,West Broadway,"383 W Broadway, New York, NY 10012, USA",40.7237571,-74.0021582,32000000
Brokered by Avenues - Headquarters,Condo for sale,2,1.0,959.0,122 E 102nd St Apt 2B,"New York, NY 10029","122 E 102nd St Apt 2BNew York, NY 10029",New York,New York County,New York,Manhattan,122,"122 E 102nd St #2b, New York, NY 10029, USA",40.7897507,-73.9487257,695000
Brokered by ROCKAWAY PROPERTIES,Condo for sale,3,2.0,1770.0,103-06 Rockaway Beach Blvd Unit 3C,"Rockaway Park, NY 11694","103-06 Rockaway Beach Blvd Unit 3CRockaway Park, NY 11694",New York,Queens County,Queens,Rockaway Park,10306,"10306 Rockaway Beach Blvd #3c, Rockaway Park, NY 11694, USA",40.5838274,-73.8243138,649000
Brokered by Nyc Realty Brokers Llc,Co-op for sale,2,1.0,1000.0,458 Neptune Ave Apt 6H,"Brooklyn, NY 11224","458 Neptune Ave Apt 6HBrooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,458,"458 Neptune Ave #6h, Brooklyn, NY 11224, USA",40.5794182,-73.9709078,419000
